delivery_id,order_id,dispatch_date,promised_days,promised_delivery_date,actual_delivery_date,actual_delivery_days,delivery_status,delivery_partner,delivery_cost,distance_km,attempt_count
949598,549598,2025-03-15,5,2025-03-19,2025-03-21,6,On Time,Ekart,312.25,2478,1
949599,549599,2024-10-04,8,2024-10-08,2024-10-11,7,On Time,Delhivery,103.44,2055,1
949600,549600,2024-11-04,5,2024-11-06,2024-11-07,3,Delayed,DTDC,417.25,779,1
949601,549601,2025-02-19,4,2025-02-20,2025-02-27,8,On Time,Ecom Express,495.71,497,1
949602,549602,2024-08-25,6,2024-08-28,2024-08-29,4,On Time,Ecom Express,155.63,1792,1
949603,549603,2024-02-05,7,2024-02-08,2024-02-15,10,Returned,XpressBees,583.16,2290,1
949604,549604,2024-09-03,7,2024-09-06,2024-09-10,7,Returned,DTDC,207.1,1775,1
949605,549605,2024-01-29,7,2024-02-05,2024-01-30,1,Returned,Ekart,394.44,157,1
949606,549606,2026-04-11,6,2026-04-14,2026-04-21,10,On Time,Ekart,473.62,19,2
949607,549607,2026-03-06,7,2026-03-09,2026-03-09,3,On Time,XpressBees,470.6,314,1
949608,549608,2024-08-31,7,2024-09-07,2024-09-05,5,In Transit,DTDC,355.95,2082,1
949609,549609,2026-04-01,7,2026-04-04,2026-04-09,8,Returned,Delhivery,599.75,660,1
949610,549610,2024-12-09,3,2024-12-10,2024-12-14,5,On Time,Delhivery,683.02,248,1
949611,549611,2024-12-05,6,2024-12-11,2024-12-10,5,Early,XpressBees,682.85,1235,1
949612,549612,2025-04-07,3,2025-04-07,2025-04-13,6,On Time,XpressBees,207.77,481,1
949613,549613,2026-04-13,6,2026-04-18,2026-04-17,4,Delayed,BlueDart,214.89,933,1
949614,549614,2025-11-12,7,2025-11-15,2025-11-21,9,Delayed,DTDC,394.76,1944,1
949615,549615,2025-08-06,6,2025-08-08,2025-08-12,6,On Time,BlueDart,107.56,2473,1
949616,549616,2025-12-10,8,2025-12-17,2025-12-17,7,Not Shipped,Ekart,406.33,208,1
949617,549617,2026-03-13,3,2026-03-12,2026-03-23,10,On Time,DTDC,491.46,1783,1
949618,549618,2025-10-21,7,2025-10-27,2025-10-27,6,On Time,Ecom Express,211.27,1808,1
949619,549619,2025-03-04,5,2025-03-08,2025-03-05,1,On Time,XpressBees,171.03,740,1
949620,549620,2024-10-07,4,2024-10-07,2024-10-14,7,On Time,Delhivery,400.41,1772,1
949621,549621,2025-03-03,3,2025-03-04,2025-03-06,3,Delayed,DTDC,60.64,2019,1
949622,549622,2024-05-31,4,2024-06-01,2024-06-02,2,On Time,Ekart,533.4,2341,1
949623,549623,2025-07-08,5,2025-07-12,2025-07-18,10,In Transit,Delhivery,662.54,1362,1
949624,549624,2026-01-17,7,2026-01-22,2026-01-18,1,On Time,DTDC,423.91,1189,1
949625,549625,2024-01-30,6,2024-02-01,2024-02-07,8,On Time,BlueDart,669.61,1125,1
949626,549626,2026-03-11,4,2026-03-12,2026-03-15,4,Delayed,BlueDart,696.07,1568,1
949627,549627,2025-08-09,4,2025-08-09,2025-08-18,9,On Time,BlueDart,687.55,610,1
949628,549628,2026-04-12,4,2026-04-16,2026-04-22,10,Delayed,Delhivery,168.14,2432,2
949629,549629,2025-10-11,5,2025-10-12,2025-10-13,2,On Time,Ekart,696.49,1886,1
949630,549630,2026-02-22,3,2026-02-24,2026-03-01,7,On Time,BlueDart,517.31,1564,1
949631,549631,2025-11-19,4,2025-11-20,2025-11-21,2,On Time,DTDC,650.91,1398,1
949632,549632,2024-11-27,6,2024-12-01,2024-11-28,1,On Time,XpressBees,372.18,907,1
949633,549633,2025-05-07,3,2025-05-10,2025-05-15,8,On Time,BlueDart,151.72,1444,1
949634,549634,2024-05-19,5,2024-05-24,2024-05-25,6,On Time,DTDC,401.6,120,1
949635,549635,2026-02-07,3,2026-02-06,2026-02-11,4,On Time,Delhivery,665.6,1250,1
949636,549636,2025-09-07,5,2025-09-08,2025-09-09,2,In Transit,XpressBees,392.96,1115,1
949637,549637,2025-06-17,3,2025-06-19,2025-06-23,6,On Time,Ecom Express,580.85,46,1
949638,549638,2025-08-19,7,2025-08-22,2025-08-27,8,In Transit,Ekart,452.84,1807,2
949639,549639,2025-10-03,4,2025-10-04,2025-10-13,10,On Time,XpressBees,243.14,1457,1
949640,549640,2024-08-16,8,2024-08-22,2024-08-22,6,On Time,Delhivery,453.99,1056,1
949641,549641,2025-07-14,8,2025-07-20,2025-07-24,10,On Time,BlueDart,95.57,338,1
949642,549642,2025-07-20,3,2025-07-22,2025-07-27,7,On Time,DTDC,78.36,809,2
949643,549643,2025-09-24,3,2025-09-23,2025-09-29,5,On Time,BlueDart,83.68,1657,1
949644,549644,2026-07-02,7,2026-07-06,2026-07-10,8,On Time,XpressBees,520.16,184,2
949645,549645,2024-11-07,7,2024-11-10,2024-11-13,6,In Transit,XpressBees,600.16,1121,1
949646,549646,2024-06-06,4,2024-06-06,2024-06-11,5,Delayed,DTDC,127.87,836,1
949647,549647,2026-06-27,5,2026-06-28,2026-06-28,1,On Time,BlueDart,471.97,1961,1
949648,549648,2024-12-15,4,2024-12-15,2024-12-18,3,On Time,Delhivery,118.6,614,1
949649,549649,2024-09-19,8,2024-09-24,2024-09-24,5,On Time,BlueDart,441.08,1602,1
949650,549650,2024-12-23,6,2024-12-28,2024-12-24,1,Cancelled,DTDC,369.83,140,1
949651,549651,2025-12-22,5,2025-12-25,2025-12-29,7,On Time,Delhivery,609.5,6,1
949652,549652,2024-07-16,7,2024-07-20,2024-07-26,10,On Time,Ecom Express,225.9,210,1
949653,549653,2024-01-21,4,2024-01-23,2024-01-30,9,On Time,Ekart,436.21,1762,1
949654,549654,2025-12-19,6,2025-12-25,2025-12-20,1,On Time,DTDC,320.23,1210,1
949655,549655,2025-04-16,6,2025-04-19,2025-04-22,6,On Time,Delhivery,439.03,1529,2
949656,549656,2025-10-10,4,2025-10-11,2025-10-18,8,On Time,Delhivery,257.58,1688,1
949657,549657,2024-08-31,7,2024-09-06,2024-09-07,7,Delayed,Ekart,436.74,1652,1
949658,549658,2024-07-17,3,2024-07-19,2024-07-27,10,In Transit,BlueDart,163.72,389,1
949659,549659,2025-02-28,5,2025-03-02,2025-03-06,6,On Time,XpressBees,108.51,1919,1
949660,549660,2026-02-25,7,2026-02-28,2026-03-02,5,Delayed,XpressBees,365.58,1663,1
949661,549661,2025-11-06,8,2025-11-10,2025-11-16,10,In Transit,XpressBees,379.54,1661,1
949662,549662,2025-01-26,8,2025-01-31,2025-01-27,1,On Time,DTDC,207.55,30,1
949663,549663,2024-06-01,4,2024-06-02,2024-06-09,8,On Time,XpressBees,518.4,604,1
949664,549664,2025-05-17,8,2025-05-25,2025-05-24,7,On Time,Ekart,500.65,235,1
949665,549665,2024-02-22,6,2024-02-26,2024-02-24,2,On Time,Ecom Express,460.98,177,1
949666,549666,2025-09-18,6,2025-09-22,2025-09-21,3,Not Shipped,Ekart,435.17,845,1
949667,549667,2025-01-29,7,2025-02-05,2025-02-07,9,Early,Ecom Express,472.9,2228,1
949668,549668,2026-03-10,8,2026-03-16,2026-03-13,3,On Time,Ecom Express,184.49,989,1
949669,549669,2026-06-01,6,2026-06-07,2026-06-06,5,In Transit,Ecom Express,509.27,1134,1
949670,549670,2024-07-29,5,2024-07-30,2024-08-04,6,On Time,DTDC,407.94,1598,1
949671,549671,2024-04-16,8,2024-04-24,2024-04-20,4,On Time,BlueDart,569.43,438,1
949672,549672,2025-06-26,6,2025-06-30,2025-06-28,2,On Time,BlueDart,692.99,1353,2
949673,549673,2024-02-17,6,2024-02-20,2024-02-18,1,On Time,Delhivery,412.91,2323,2
949674,549674,2025-09-04,3,2025-09-07,2025-09-08,4,On Time,XpressBees,253.74,804,1
949675,549675,2026-03-13,6,2026-03-18,2026-03-17,4,Delayed,Delhivery,235.47,1188,1
949676,549676,2026-03-22,5,2026-03-24,2026-03-29,7,On Time,Ecom Express,314.11,474,1
949677,549677,2025-12-02,5,2025-12-05,2025-12-10,8,In Transit,XpressBees,507.88,1538,1
949678,549678,2025-12-09,7,2025-12-12,2025-12-16,7,On Time,XpressBees,175.26,1302,1
949679,549679,2024-08-16,8,2024-08-24,2024-08-17,1,On Time,DTDC,428.01,346,1
949680,549680,2026-04-15,5,2026-04-18,2026-04-25,10,In Transit,Delhivery,389.96,1186,1
949681,549681,2025-11-22,8,2025-11-27,2025-11-27,5,On Time,BlueDart,168.27,1973,1
949682,549682,2024-03-13,3,2024-03-12,2024-03-20,7,On Time,DTDC,124.48,870,1
949683,549683,2025-06-26,8,2025-07-02,2025-07-03,7,On Time,Ecom Express,452.39,1020,1
949684,549684,2025-01-24,7,2025-01-30,2025-01-25,1,Returned,Ecom Express,438.01,1952,1
949685,549685,2024-05-22,3,2024-05-24,2024-05-28,6,On Time,Ecom Express,205.89,518,1
949686,549686,2024-10-07,3,2024-10-09,2024-10-09,2,In Transit,Delhivery,319.6,392,1
949687,549687,2026-05-03,5,2026-05-08,2026-05-13,10,Returned,Ecom Express,149.94,407,2
949688,549688,2025-04-02,7,2025-04-05,2025-04-10,8,In Transit,DTDC,534.42,489,2
949689,549689,2024-05-21,4,2024-05-24,2024-05-29,8,Not Shipped,Ecom Express,281.09,1727,1
949690,549690,2026-01-11,8,2026-01-17,2026-01-17,6,Not Shipped,BlueDart,118.51,841,1
949691,549691,2024-08-07,7,2024-08-14,2024-08-17,10,On Time,Ekart,610.39,308,1
949692,549692,2025-03-29,6,2025-03-31,2025-03-31,2,On Time,XpressBees,488.44,2341,1
949693,549693,2024-04-30,8,2024-05-06,2024-05-07,7,Delayed,DTDC,501.44,2414,2
949694,549694,2024-02-06,5,2024-02-07,2024-02-13,7,On Time,XpressBees,55.22,986,1
949695,549695,2026-06-14,4,2026-06-16,2026-06-16,2,On Time,Delhivery,78.16,2246,1
949696,549696,2025-09-05,5,2025-09-08,2025-09-08,3,In Transit,XpressBees,231.49,912,1
949697,549697,2025-07-06,8,2025-07-10,2025-07-12,6,On Time,Delhivery,425.44,2174,2
949698,549698,2024-01-13,7,2024-01-17,2024-01-14,1,Delayed,DTDC,335.93,1187,1
949699,549699,2025-07-14,6,2025-07-16,2025-07-21,7,Returned,Ekart,655.31,1903,1
949700,549700,2024-04-02,4,2024-04-03,2024-04-05,3,Delayed,Delhivery,128.65,625,1
949701,549701,2024-05-23,8,2024-05-27,2024-05-25,2,Not Shipped,Delhivery,324.01,1409,1
949702,549702,2025-10-26,6,2025-10-31,2025-10-30,4,In Transit,Ekart,372.65,2308,2
949703,549703,2025-04-13,5,2025-04-18,2025-04-21,8,Delayed,Ekart,127.23,1864,1
949704,549704,2026-01-29,8,2026-02-04,2026-02-03,5,On Time,XpressBees,506.08,2206,1
949705,549705,2024-11-21,6,2024-11-27,2024-11-23,2,On Time,Delhivery,374.58,1980,1
949706,549706,2024-10-21,3,2024-10-20,2024-10-31,10,Delayed,Ekart,686.66,954,2
949707,549707,2026-01-25,3,2026-01-25,2026-02-03,9,On Time,XpressBees,82.35,1206,1
949708,549708,2025-06-04,5,2025-06-07,2025-06-10,6,On Time,Delhivery,262.42,1636,1
949709,549709,2026-04-16,5,2026-04-18,2026-04-20,4,On Time,BlueDart,239.08,1276,1
949710,549710,2025-05-15,8,2025-05-22,2025-05-25,10,In Transit,DTDC,471.8,374,1
949711,549711,2024-06-21,3,2024-06-21,2024-06-27,6,In Transit,Ecom Express,223.8,1003,1
949712,549712,2024-02-20,8,2024-02-28,2024-02-25,5,On Time,BlueDart,606.23,1519,1
949713,549713,2024-07-20,5,2024-07-22,2024-07-25,5,Returned,Delhivery,332.0,1529,1
949714,549714,2025-05-13,4,2025-05-15,2025-05-20,7,Not Shipped,XpressBees,633.85,2063,1
949715,549715,2025-08-22,7,2025-08-27,2025-08-30,8,On Time,Ekart,301.56,454,1
949716,549716,2024-01-13,7,2024-01-18,2024-01-21,8,In Transit,XpressBees,692.34,93,2
949717,549717,2024-09-05,7,2024-09-08,2024-09-14,9,Cancelled,Ecom Express,240.97,1100,1
949718,549718,2026-01-19,3,2026-01-20,2026-01-22,3,Not Shipped,Delhivery,113.4,2479,1
949719,549719,2024-12-26,8,2025-01-03,2025-01-02,7,On Time,BlueDart,178.83,602,1
949720,549720,2025-11-16,6,2025-11-19,2025-11-25,9,Delayed,Delhivery,122.43,1991,1
949721,549721,2024-12-10,4,2024-12-10,2024-12-12,2,On Time,XpressBees,397.96,819,1
949722,549722,2024-09-19,3,2024-09-18,2024-09-20,1,On Time,Ecom Express,156.34,1686,1
949723,549723,2025-09-23,3,2025-09-25,2025-09-24,1,On Time,Delhivery,431.77,1400,2
949724,549724,2024-08-28,3,2024-08-30,2024-09-05,8,Not Shipped,XpressBees,191.66,492,1
949725,549725,2025-08-25,5,2025-08-29,2025-08-29,4,On Time,Ekart,275.77,2497,2
949726,549726,2024-06-26,4,2024-06-26,2024-07-02,6,On Time,Ekart,439.22,777,3
949727,549727,2025-11-20,8,2025-11-25,2025-11-24,4,On Time,Ekart,553.32,130,1
949728,549728,2026-05-21,4,2026-05-22,2026-05-29,8,Returned,BlueDart,527.38,1561,1
949729,549729,2026-04-11,4,2026-04-11,2026-04-16,5,On Time,BlueDart,697.18,900,1
949730,549730,2026-02-14,7,2026-02-17,2026-02-24,10,Not Shipped,XpressBees,476.04,1484,1
949731,549731,2024-01-09,3,2024-01-12,2024-01-15,6,Delayed,Ecom Express,346.78,849,1
949732,549732,2026-02-05,8,2026-02-11,2026-02-13,8,On Time,Ecom Express,449.81,1186,1
949733,549733,2025-07-26,6,2025-07-28,2025-07-31,5,On Time,Ekart,255.03,612,1
949734,549734,2025-03-03,3,2025-03-04,2025-03-07,4,Returned,XpressBees,83.47,915,1
949735,549735,2026-01-05,6,2026-01-10,2026-01-07,2,Delayed,DTDC,222.91,2074,1
949736,549736,2026-01-11,3,2026-01-13,2026-01-21,10,On Time,DTDC,127.52,2015,2
949737,549737,2026-05-04,8,2026-05-09,2026-05-11,7,Not Shipped,Delhivery,357.44,1964,1
949738,549738,2025-06-26,8,2025-07-01,2025-06-28,2,Early,Ecom Express,276.77,1438,1
949739,549739,2025-10-03,4,2025-10-05,2025-10-04,1,On Time,Delhivery,256.55,1384,1
949740,549740,2024-10-01,7,2024-10-07,2024-10-06,5,In Transit,BlueDart,477.92,2043,1
949741,549741,2025-09-05,8,2025-09-13,2025-09-13,8,On Time,XpressBees,460.66,216,1
949742,549742,2025-01-29,4,2025-01-31,2025-01-30,1,On Time,DTDC,263.59,1507,3
949743,549743,2025-08-11,4,2025-08-14,2025-08-15,4,On Time,XpressBees,317.45,845,1
949744,549744,2025-01-10,5,2025-01-13,2025-01-16,6,Returned,Ekart,407.48,1841,1
949745,549745,2024-06-10,8,2024-06-18,2024-06-14,4,On Time,Ecom Express,298.55,462,1
949746,549746,2024-11-20,6,2024-11-22,2024-11-27,7,Delayed,Ekart,651.1,1778,1
949747,549747,2024-11-02,3,2024-11-04,2024-11-11,9,On Time,XpressBees,98.71,1845,1
949748,549748,2024-08-11,3,2024-08-11,2024-08-19,8,Not Shipped,BlueDart,72.82,583,2
949749,549749,2024-04-07,3,2024-04-08,2024-04-12,5,On Time,XpressBees,255.86,2259,1
949750,549750,2024-12-31,6,2025-01-04,2025-01-02,2,Delayed,BlueDart,523.34,295,1
949751,549751,2025-04-08,3,2025-04-07,2025-04-16,8,Delayed,Delhivery,555.51,743,1
949752,549752,2025-06-30,6,2025-07-06,2025-07-10,10,On Time,Ecom Express,460.8,1910,1
949753,549753,2025-07-15,8,2025-07-22,2025-07-19,4,Cancelled,BlueDart,449.42,1051,1
949754,549754,2024-06-27,6,2024-07-03,2024-07-01,4,Delayed,Ekart,503.67,2188,1
949755,549755,2024-05-15,6,2024-05-18,2024-05-20,5,On Time,BlueDart,159.94,1212,1
949756,549756,2024-05-10,6,2024-05-15,2024-05-16,6,On Time,XpressBees,173.11,1704,1
949757,549757,2025-09-16,3,2025-09-17,2025-09-25,9,On Time,DTDC,285.51,910,2
949758,549758,2025-09-21,6,2025-09-27,2025-10-01,10,Early,Ekart,59.63,2027,1
949759,549759,2025-04-16,7,2025-04-20,2025-04-19,3,In Transit,Delhivery,440.66,1961,2
949760,549760,2025-04-26,3,2025-04-28,2025-05-02,6,Not Shipped,Ekart,199.01,624,1
949761,549761,2025-08-05,6,2025-08-11,2025-08-09,4,On Time,Ecom Express,141.34,1165,1
949762,549762,2024-11-21,6,2024-11-23,2024-11-24,3,On Time,DTDC,95.96,1754,1
949763,549763,2025-11-13,7,2025-11-18,2025-11-19,6,On Time,Delhivery,213.16,824,1
949764,549764,2026-04-09,3,2026-04-11,2026-04-14,5,Returned,Delhivery,409.15,1780,1
949765,549765,2024-08-05,5,2024-08-09,2024-08-15,10,On Time,DTDC,595.82,76,1
949766,549766,2025-02-27,4,2025-02-28,2025-03-02,3,In Transit,XpressBees,582.08,2098,1
949767,549767,2024-10-17,3,2024-10-18,2024-10-26,9,Early,Ecom Express,118.76,702,1
949768,549768,2024-11-01,8,2024-11-06,2024-11-02,1,On Time,Ecom Express,186.45,269,1
949769,549769,2024-12-22,8,2024-12-29,2024-12-29,7,On Time,Ecom Express,279.19,1613,1
949770,549770,2024-07-16,3,2024-07-19,2024-07-19,3,On Time,Ekart,583.27,887,1
949771,549771,2024-11-14,8,2024-11-22,2024-11-19,5,Delayed,Ecom Express,337.5,2062,1
949772,549772,2024-10-22,5,2024-10-26,2024-10-30,8,On Time,Ecom Express,428.02,1637,1
949773,549773,2026-01-16,7,2026-01-19,2026-01-22,6,Delayed,XpressBees,293.06,2003,1
949774,549774,2024-09-06,8,2024-09-14,2024-09-07,1,On Time,XpressBees,476.82,1129,1
949775,549775,2024-03-29,4,2024-04-02,2024-04-02,4,On Time,BlueDart,400.95,1275,1
949776,549776,2026-03-01,8,2026-03-09,2026-03-09,8,Not Shipped,Ecom Express,65.37,2170,1
949777,549777,2026-04-06,5,2026-04-08,2026-04-13,7,Cancelled,XpressBees,147.48,1516,1
949778,549778,2026-03-28,3,2026-03-27,2026-04-04,7,On Time,Delhivery,149.0,507,3
949779,549779,2024-06-18,7,2024-06-23,2024-06-21,3,On Time,XpressBees,584.59,900,1
949780,549780,2025-01-15,8,2025-01-19,2025-01-23,8,In Transit,Delhivery,580.14,1444,1
949781,549781,2024-09-23,3,2024-09-25,2024-09-27,4,On Time,DTDC,621.98,500,1
949782,549782,2024-08-29,6,2024-08-31,2024-09-02,4,Delayed,DTDC,250.36,1527,1
949783,549783,2026-04-18,7,2026-04-23,2026-04-28,10,On Time,Ekart,309.56,1619,1
949784,549784,2024-04-29,4,2024-05-02,2024-05-05,6,On Time,XpressBees,190.62,720,3
949785,549785,2025-07-09,4,2025-07-09,2025-07-19,10,In Transit,XpressBees,179.04,730,1
949786,549786,2025-10-15,5,2025-10-20,2025-10-24,9,On Time,Ecom Express,99.27,58,1
949787,549787,2024-03-03,7,2024-03-10,2024-03-08,5,Delayed,Ekart,349.65,682,1
949788,549788,2026-03-15,3,2026-03-15,2026-03-20,5,On Time,XpressBees,147.26,2000,1
949789,549789,2024-07-28,8,2024-08-01,2024-08-03,6,On Time,BlueDart,283.13,1663,2
949790,549790,2025-01-10,4,2025-01-13,2025-01-18,8,Not Shipped,Delhivery,56.08,1387,2
949791,549791,2025-05-11,5,2025-05-13,2025-05-15,4,On Time,Delhivery,544.78,968,1
949792,549792,2026-03-08,8,2026-03-16,2026-03-17,9,Delayed,BlueDart,445.32,347,1
949793,549793,2026-06-19,4,2026-06-23,2026-06-24,5,On Time,XpressBees,488.69,997,1
949794,549794,2024-08-15,7,2024-08-20,2024-08-22,7,On Time,BlueDart,633.06,976,1
949795,549795,2025-01-11,4,2025-01-11,2025-01-13,2,Not Shipped,BlueDart,301.99,723,1
949796,549796,2025-07-09,6,2025-07-15,2025-07-15,6,Delayed,BlueDart,285.14,2273,1
949797,549797,2025-01-14,6,2025-01-16,2025-01-23,9,In Transit,Ekart,471.96,1720,1
949798,549798,2024-03-14,8,2024-03-22,2024-03-15,1,In Transit,Ecom Express,215.64,2134,1
949799,549799,2025-12-16,3,2025-12-15,2025-12-17,1,On Time,Ecom Express,201.38,922,1
949800,549800,2025-05-30,4,2025-06-01,2025-06-06,7,On Time,Ekart,627.54,454,2
949801,549801,2024-05-01,6,2024-05-03,2024-05-11,10,Not Shipped,Delhivery,309.77,646,1
949802,549802,2025-08-08,6,2025-08-11,2025-08-14,6,On Time,Ekart,219.16,1009,1
949803,549803,2026-04-10,6,2026-04-12,2026-04-19,9,On Time,Delhivery,470.03,1763,1
949804,549804,2025-08-13,4,2025-08-14,2025-08-16,3,On Time,XpressBees,561.02,2449,1
949805,549805,2025-03-11,8,2025-03-19,2025-03-13,2,On Time,Ekart,537.64,2302,1
949806,549806,2025-12-11,7,2025-12-18,2025-12-17,6,On Time,Ecom Express,662.76,601,1
949807,549807,2024-09-08,7,2024-09-11,2024-09-13,5,Returned,DTDC,209.14,1924,1
949808,549808,2024-03-27,4,2024-03-31,2024-04-02,6,Early,Delhivery,301.81,989,1
949809,549809,2025-03-26,5,2025-03-28,2025-04-05,10,Delayed,Delhivery,551.28,2176,1
949810,549810,2024-09-11,4,2024-09-15,2024-09-15,4,On Time,DTDC,106.38,1356,1
949811,549811,2025-03-26,3,2025-03-26,2025-04-04,9,On Time,Ekart,119.05,2137,1
949812,549812,2025-09-25,8,2025-10-02,2025-09-28,3,On Time,BlueDart,173.72,1060,1
949813,549813,2026-02-15,8,2026-02-19,2026-02-17,2,On Time,Delhivery,69.23,1669,1
949814,549814,2025-06-26,7,2025-06-30,2025-07-05,9,Delayed,XpressBees,532.59,629,1
949815,549815,2025-07-11,6,2025-07-15,2025-07-14,3,On Time,Ecom Express,483.36,1250,1
949816,549816,2026-05-15,5,2026-05-20,2026-05-19,4,On Time,Ekart,164.07,2196,1
949817,549817,2026-04-09,7,2026-04-15,2026-04-11,2,On Time,BlueDart,557.74,2072,2
949818,549818,2025-12-16,5,2025-12-21,2025-12-24,8,On Time,Ecom Express,425.13,845,1
949819,549819,2026-04-12,7,2026-04-16,2026-04-16,4,Not Shipped,Ekart,586.4,557,1
949820,549820,2025-03-08,8,2025-03-13,2025-03-15,7,On Time,Ekart,90.68,641,2
949821,549821,2025-12-02,3,2025-12-03,2025-12-06,4,On Time,Delhivery,511.61,1374,1
949822,549822,2025-05-02,6,2025-05-07,2025-05-03,1,On Time,DTDC,169.62,179,1
949823,549823,2025-07-16,6,2025-07-20,2025-07-17,1,On Time,BlueDart,471.53,1004,1
949824,549824,2025-08-26,7,2025-08-31,2025-09-05,10,Delayed,Ecom Express,362.93,85,1
949825,549825,2024-03-14,7,2024-03-19,2024-03-24,10,Not Shipped,XpressBees,245.94,36,1
949826,549826,2024-01-10,7,2024-01-17,2024-01-14,4,On Time,Ekart,538.1,1207,1
949827,549827,2026-05-23,3,2026-05-22,2026-05-27,4,On Time,Ekart,425.29,2455,2
949828,549828,2024-11-29,8,2024-12-06,2024-12-05,6,Returned,Delhivery,437.66,2144,1
949829,549829,2024-02-17,5,2024-02-21,2024-02-19,2,On Time,XpressBees,594.62,1884,1
949830,549830,2024-04-22,5,2024-04-26,2024-04-26,4,On Time,BlueDart,500.84,2187,1
949831,549831,2024-02-09,5,2024-02-10,2024-02-16,7,On Time,DTDC,651.76,158,2
949832,549832,2024-08-10,5,2024-08-11,2024-08-15,5,On Time,DTDC,406.38,863,1
949833,549833,2025-10-31,8,2025-11-04,2025-11-07,7,On Time,BlueDart,385.24,1269,1
949834,549834,2026-01-28,5,2026-01-31,2026-02-05,8,Not Shipped,XpressBees,130.77,542,1
949835,549835,2024-02-28,7,2024-03-05,2024-03-05,6,On Time,Ekart,441.55,993,1
949836,549836,2025-05-15,7,2025-05-22,2025-05-24,9,On Time,Delhivery,588.59,105,1
949837,549837,2025-08-27,5,2025-08-30,2025-09-05,9,Early,Ecom Express,440.31,1818,1
949838,549838,2026-02-26,8,2026-03-03,2026-03-03,5,On Time,DTDC,682.22,754,1
949839,549839,2026-04-08,6,2026-04-11,2026-04-17,9,On Time,DTDC,250.14,2158,2
949840,549840,2026-03-25,6,2026-03-27,2026-04-03,9,On Time,Ekart,41.49,880,3
949841,549841,2025-10-19,8,2025-10-23,2025-10-24,5,Not Shipped,XpressBees,410.0,1424,1
949842,549842,2026-01-05,7,2026-01-12,2026-01-11,6,On Time,Ekart,654.77,828,1
949843,549843,2025-11-12,6,2025-11-16,2025-11-19,7,On Time,Ekart,378.21,83,1
949844,549844,2025-11-28,5,2025-12-01,2025-12-04,6,On Time,Ekart,177.22,624,2
949845,549845,2026-04-04,6,2026-04-08,2026-04-07,3,On Time,Delhivery,475.01,766,1
949846,549846,2024-06-02,4,2024-06-04,2024-06-06,4,Cancelled,Delhivery,331.71,997,1
949847,549847,2024-03-22,3,2024-03-22,2024-03-25,3,Returned,Ekart,590.86,1962,2
949848,549848,2024-09-05,3,2024-09-05,2024-09-11,6,In Transit,Ekart,371.73,2477,1
949849,549849,2026-05-19,4,2026-05-21,2026-05-24,5,Returned,Ecom Express,308.64,83,2
949850,549850,2025-10-04,3,2025-10-07,2025-10-13,9,On Time,Delhivery,115.97,2396,2
949851,549851,2025-03-05,8,2025-03-12,2025-03-14,9,In Transit,Ekart,530.72,2354,2
949852,549852,2024-10-01,6,2024-10-07,2024-10-02,1,On Time,Delhivery,236.03,617,1
949853,549853,2024-07-01,3,2024-07-03,2024-07-04,3,On Time,DTDC,235.14,124,1
949854,549854,2024-12-10,3,2024-12-11,2024-12-11,1,On Time,Ecom Express,411.18,1780,1
949855,549855,2026-05-18,8,2026-05-25,2026-05-23,5,Returned,DTDC,599.43,1958,1
949856,549856,2026-05-05,7,2026-05-10,2026-05-06,1,Not Shipped,XpressBees,242.54,1020,1
949857,549857,2026-06-07,3,2026-06-09,2026-06-09,2,On Time,Ecom Express,344.73,793,2
949858,549858,2025-10-08,4,2025-10-09,2025-10-18,10,In Transit,XpressBees,49.15,673,1
949859,549859,2025-06-20,5,2025-06-23,2025-06-29,9,On Time,DTDC,630.79,2348,1
949860,549860,2024-04-10,6,2024-04-13,2024-04-13,3,Delayed,DTDC,58.62,106,1
949861,549861,2025-06-24,8,2025-07-02,2025-07-03,9,On Time,Ecom Express,107.63,716,1
949862,549862,2025-10-23,3,2025-10-22,2025-11-02,10,On Time,XpressBees,342.0,1383,1
949863,549863,2025-01-21,6,2025-01-24,2025-01-22,1,Early,XpressBees,680.42,645,1
949864,549864,2025-12-27,4,2025-12-28,2026-01-06,10,On Time,Delhivery,82.38,2308,2
949865,549865,2025-06-21,3,2025-06-24,2025-06-26,5,On Time,Ecom Express,633.33,1821,1
949866,549866,2026-04-16,8,2026-04-20,2026-04-25,9,Delayed,DTDC,383.68,513,1
949867,549867,2024-04-10,8,2024-04-15,2024-04-15,5,In Transit,DTDC,247.13,337,1
949868,549868,2025-09-18,7,2025-09-23,2025-09-23,5,In Transit,Delhivery,492.65,127,1
949869,549869,2024-11-10,4,2024-11-14,2024-11-19,9,Returned,Ekart,361.77,2230,1
949870,549870,2024-03-31,8,2024-04-05,2024-04-07,7,On Time,Ekart,483.83,576,1
949871,549871,2024-10-08,5,2024-10-09,2024-10-12,4,On Time,Ekart,304.76,1583,1
949872,549872,2025-12-02,4,2025-12-02,2025-12-04,2,On Time,DTDC,448.76,1506,1
949873,549873,2024-06-20,4,2024-06-22,2024-06-23,3,On Time,BlueDart,77.65,1719,1
949874,549874,2025-08-23,8,2025-08-29,2025-08-27,4,On Time,DTDC,659.06,389,1
949875,549875,2024-07-04,4,2024-07-06,2024-07-05,1,Delayed,Ekart,395.49,839,1
949876,549876,2025-02-19,4,2025-02-23,2025-02-23,4,On Time,XpressBees,548.4,1541,1
